0.00000,1.00000
0.00000,1.00000
0.04762,1.00000
0.09428,1.00000
0.14001,1.00000
0.18484,1.00000
0.22879,1.00000
0.27187,1.00000
0.31411,1.00000
0.35553,1.00000
0.39615,0.00000
0.42837,0.00000
0.41997,0.00000
0.41175,0.00000
0.40369,0.00000
0.39578,0.00000
0.38802,0.00000
0.38042,0.00000
0.37295,0.00000
0.36564,0.00000
0.35846,1.00000
0.35142,1.00000
0.39214,1.00000
0.43205,1.00000
0.47119,1.00000
0.50959,1.00000
0.54725,1.00000
0.58420,1.00000
0.62045,1.00000
0.65602,1.00000
0.69092,0.00000
0.71756,0.00000
0.70370,0.00000
0.69013,0.00000
0.67681,0.00000
0.66374,0.00000
0.65092,0.00000
0.63833,0.00000
0.62598,0.00000
0.61386,0.00000
0.60196,1.00000
0.59029,1.00000
0.62646,1.00000
0.66192,1.00000
0.69671,1.00000
0.73085,1.00000
0.76436,1.00000
0.79724,1.00000
0.82952,1.00000
0.86121,1.00000
0.89231,0.00000
0.91523,0.00000
0.89774,0.00000
0.88061,0.00000
0.86378,0.00000
0.84727,0.00000
0.83105,0.00000
0.81513,0.00000
0.79951,0.00000
0.78417,0.00000
0.76911,1.00000
0.75433,1.00000
0.78744,1.00000
0.81990,1.00000
0.85176,1.00000
0.88304,1.00000
0.91374,1.00000
0.94389,1.00000
0.97349,1.00000
1.00255,1.00000
1.03109,0.00000
1.05149,0.00000
1.03155,0.00000
1.01199,0.00000
0.99280,0.00000
0.97394,0.00000
0.95543,0.00000
0.93724,0.00000
0.91939,0.00000
0.90186,0.00000
0.88465,0.00000
0.86776,0.05263
0.85117,0.10526
0.83704,0.15789
0.82539,0.21053
0.81621,0.26316
0.80952,0.31579
0.80532,0.36842
0.80361,0.42105
0.80439,0.47368
0.80764,0.52632
0.81337,0.57895
0.82156,0.63158
0.83219,0.68421
0.84524,0.73684
0.86070,0.78947
0.87854,0.84211
0.89872,0.89474
0.92123,0.94737
0.94603,1.00000
0.97309,1.00000
1.00216,0.97436
1.03059,0.94872
1.05719,0.92308
1.08198,0.89744
1.10500,0.87179
1.12629,0.84615
1.14589,0.82051
1.16381,0.79487
1.18011,0.76923
1.19481,0.74359
1.20794,0.71795
1.21954,0.69231
1.22964,0.66667
1.23826,0.64103
1.24545,0.61538
1.25123,0.58974
1.25563,0.56410
1.25869,0.53846
1.26042,0.51282
1.26087,0.48718
1.26007,0.46154
1.25803,0.43590
1.25481,0.41026
1.25041,0.38462
1.24488,0.35897
1.23824,0.33333
1.23052,0.30769
1.22175,0.28205
1.21197,0.25641
1.20119,0.23077
1.18945,0.20513
1.17678,0.17949
1.16321,0.15385
1.14876,0.12821
1.13347,0.10256
1.11735,0.07692
1.10045,0.05128
1.08278,0.02564
1.06438,0.00000
1.04526,0.57820
1.02547,0.22311
1.03042,0.51182
1.02084,0.50376
1.02433,0.03090
1.02519,0.17715
1.00702,0.30894
0.99553,0.61838
0.99067,0.23987
0.99803,0.58844
0.98992,0.63328
0.99794,0.00173
1.00431,0.00882
0.98529,0.25164
0.96695,0.53013
0.95984,0.87725
0.96651,0.60001
0.98791,0.37810
0.99527,0.06527
0.99172,0.17708
0.97559,0.08270
0.96427,0.44689
0.94958,0.89214
0.95256,0.21998
0.97203,0.46967
0.96327,0.13550
0.96436,0.07626
0.95152,0.29054
0.93667,0.68978
0.93219,0.20339
0.94339,0.75633
0.93483,0.88499
0.95263,0.96091
0.97646,0.80255
1.00269,0.67692
1.02044,0.45284
1.03100,0.61505
1.03202,0.12717
1.03782,0.54208
1.02385,0.29457
1.02767,0.54242
1.02140,0.76061
1.02720,0.25147
1.04000,0.36067
1.03119,0.38757
1.02739,0.70723
1.02576,0.19901
1.03598,0.73879
1.02553,0.75580
1.04034,0.54037
1.05456,0.74393
1.05959,0.03774
1.06955,0.89704
1.05107,0.97037
1.07376,0.57321
1.09725,0.40199
1.10160,0.69304
1.09926,0.75357
1.11062,0.41524
1.12273,0.10907
